Sch_div,School,Division,Street,City,State,Zip,Latitude,Longitude
Lylburn Downing Middle Lexington City Public Schools,Lylburn Downing Middle,Lexington City Public Schools,302 Diamond St,Lexington,VA,24450,37.786262,-79.433984
Louisa County Middle Louisa County Public Schools,Louisa County Middle,Louisa County Public Schools,1009 Davis Hwy,Mineral,VA,23117,38.020342,-77.925241
Lunenburg Middle Lunenburg County Public Schools,Lunenburg Middle,Lunenburg County Public Schools,583 Tomlinson Road,Victoria,VA,23974,36.989278,-78.209599
William H. Wetsel Middle Madison County Public Schools,William H. Wetsel Middle,Madison County Public Schools,186 Mountaineer Lane,Madison,VA,22727,38.364118,-78.26814
Manassas Park Middle Manassas Park City Public Schools,Manassas Park Middle,Manassas Park City Public Schools,8202 Euclid Ave,Manassas Park,VA,20111,38.776509,-77.440985
Martinsville Middle Martinsville City Public Schools,Martinsville Middle,Martinsville City Public Schools,201 Brown St.,Martinsville,VA,24112,36.687555,-79.86887
St. Clare Walker Middle Middlesex County Public Schools,St. Clare Walker Middle,Middlesex County Public Schools,6814 General Puller Highway,Locust Hill,VA,23092,37.590934,-76.498725
Nelson Middle Nelson County Public Schools,Nelson Middle,Nelson County Public Schools,6925 Thomas Nelson Highway,Lovingston,VA,22949,37.733267,-78.895345
Northumberland Middle Northumberland County Public Schools,Northumberland Middle,Northumberland County Public Schools,175 Academic Lane,Heathsville,VA,22473,37.9132,-76.438079
Locust Grove Middle Orange County Public Schools,Locust Grove Middle,Orange County Public Schools,6368 Flat Run Road,Locust Grove,VA,22508,38.315643,-77.782305
Prospect Heights Middle Orange County Public Schools,Prospect Heights Middle,Orange County Public Schools,202 Dailey Drive,Orange,VA,22960,38.239319,-78.12021
Luray Middle Page County Public Schools,Luray Middle,Page County Public Schools,14 Luray Avenue,Luray,VA,22835,38.659229,-78.457121
Page County Middle Page County Public Schools,Page County Middle,Page County Public Schools,198 Panther Drive,Shenandoah,VA,22849,38.563043,-78.606491
Vernon Johns Middle Petersburg City Public Schools,Vernon Johns Middle,Petersburg City Public Schools,3101 Homestead Drive,Petersburg,VA,23805,37.186732,-77.395291
Poquoson Middle Poquoson City Public Schools,Poquoson Middle,Poquoson City Public Schools,985 Poquoson Ave,Poquoson,VA,23662,37.12926,-76.364531
Powhatan Middle Powhatan County Public Schools,Powhatan Middle,Powhatan County Public Schools,4135 Old Buckingham Road,Powhatan,VA,23139,37.551267,-77.936722
Pulaski County Middle Pulaski County Public Schools,Pulaski County Middle,Pulaski County Public Schools,4396 Lee Highway,Pulaski,VA,24301,37.095369,-80.73527
Maury River Middle Rockbridge County Public Schools,Maury River Middle,Rockbridge County Public Schools,600 Waddell St,Lexington,VA,24450,37.772908,-79.443725
Andrew Lewis Middle Salem City Public Schools,Andrew Lewis Middle,Salem City Public Schools,616 South College Ave,Salem,VA,24153,37.286234,-80.05188
Southampton Middle Southampton County Public Schools,Southampton Middle,Southampton County Public Schools,23450 Southampton Pkwy,Courtland,VA,23837,36.700666,-77.104425
Shelburne Middle Staunton City Public Schools,Shelburne Middle,Staunton City Public Schools,300 Grubert Ave,Staunton,VA,24401,38.160394,-79.098887
Sussex Central Middle Sussex County Public Schools,Sussex Central Middle,Sussex County Public Schools,21356 Sussex Drive,Sussex,VA,23884,36.920314,-77.256083
Montross Middle Westmoreland County Public Schools,Montross Middle,Westmoreland County Public Schools,8884 Menokin Road,Montross,VA,22520,38.066661,-76.775394
Northampton Middle Northampton County Public Schools,Northampton Middle,Northampton County Public Schools,16041 Courthouse Road,Eastville,VA,23347,37.361294,-75.940787
Nottoway Middle Nottoway County Public Schools,Nottoway Middle,Nottoway County Public Schools,5279 Old Nottoway Rd,Crewe,VA,23930,37.123008,-78.065003
John N. Dalton Intermediate Radford City Public Schools,John N. Dalton Intermediate,Radford City Public Schools,60 Dalton Dr,Radford,VA,24141,37.135432,-80.570699
Daniel Morgan Middle Winchester City Public Schools,Daniel Morgan Middle,Winchester City Public Schools,48 S Purcell Ave,Winchester,VA,22601,39.179167,-78.150463
Grafton Middle York County Public Schools,Grafton Middle,York County Public Schools,405 Grafton Dr,Yorktown,VA,23692,37.164104,-76.470752
Queens Lake Middle York County Public Schools,Queens Lake Middle,York County Public Schools,124 W Queens Dr,Williamsburg,VA,23185,37.283499,-76.6719
Tabb Middle York County Public Schools,Tabb Middle,York County Public Schools,300 Yorktown Rd,Yorktown,VA,23693,37.124936,-76.450603
Yorktown Middle York County Public Schools,Yorktown Middle,York County Public Schools,11201 Geo Wash Mem Hwy,Yorktown,VA,23692,37.168632,-76.458126
Benjamin Syms Middle Hampton City Public Schools,Benjamin Syms Middle,Hampton City Public Schools,170 Fox Hill Rd,Hampton,VA,23669,37.053661,-76.330546
C. Alton Lindsay Middle Hampton City Public Schools,C. Alton Lindsay Middle,Hampton City Public Schools,1636 Briarfield Rd,Hampton,VA,23661,37.018541,-76.399913
Cesar Tarrant Middle Hampton City Public Schools,Cesar Tarrant Middle,Hampton City Public Schools,1435 Todds Ln,Hampton,VA,23666,37.042885,-76.42114
Francis W. Jones Magnet Middle Hampton City Public Schools,Francis W. Jones Magnet Middle,Hampton City Public Schools,1819 Nickerson Blvd,Hampton,VA,23663,37.045014,-76.307393
Thomas Eaton Middle Hampton City Public Schools,Thomas Eaton Middle,Hampton City Public Schools,2108 Cunningham Dr,Hampton,VA,23666,37.048774,-76.384921
Azalea Gardens Middle Norfolk City Public Schools,Azalea Gardens Middle,Norfolk City Public Schools,7721 Azalea Garden Rd,Norfolk,VA,23518,36.911407,-76.210987
Blair Middle Norfolk City Public Schools,Blair Middle,Norfolk City Public Schools,730 Spotswood Ave,Norfolk,VA,23517,36.868562,-76.296393
Northside Middle Norfolk City Public Schools,Northside Middle,Norfolk City Public Schools,8720 Granby St,Norfolk,VA,23503,36.936761,-76.26247
Norview Middle Norfolk City Public Schools,Norview Middle,Norfolk City Public Schools,6325 Sewells Point Rd,Norfolk,VA,23513,36.893947,-76.242006
William H. Ruffner Middle Norfolk City Public Schools,William H. Ruffner Middle,Norfolk City Public Schools,610 May Ave.,Norfolk,VA,23504,36.847536,-76.275825
Addison Aerospace Magnet Middle Roanoke City Public Schools,Addison Aerospace Magnet Middle,Roanoke City Public Schools,1220 5th Street NW,Roanoke,VA,24016,37.284227,-79.947835
Breckinridge Middle Roanoke City Public Schools,Breckinridge Middle,Roanoke City Public Schools,3901 Williamson Rd NW,Roanoke,VA,24012,37.309138,-79.94668
James Madison Middle Roanoke City Public Schools,James Madison Middle,Roanoke City Public Schools,1160 Overland Rd SW,Roanoke,VA,24015,37.249435,-79.974258
John P. Fishwick Middle Roanoke City Public Schools,John P. Fishwick Middle,Roanoke City Public Schools,1004 Montrose Ave SE,Roanoke,VA,24013,37.265751,-79.926467
Woodrow Wilson Middle Roanoke City Public Schools,Woodrow Wilson Middle,Roanoke City Public Schools,1813 Carter Rd SW,Roanoke,VA,24015,37.262188,-79.986769
Gate City Middle Scott County Public Schools,Gate City Middle,Scott County Public Schools,170 Harry Fry Drive,Gate City,VA,24251,36.639146,-82.570025
Chilhowie Middle Smyth County Public Schools,Chilhowie Middle,Smyth County Public Schools,1162 East Lee Hwy,Chilhowie,VA,24319,36.804962,-81.673637
Marion Middle Smyth County Public Schools,Marion Middle,Smyth County Public Schools,134 Wilden St,Marion,VA,24354,36.837296,-81.513334
Northwood Middle Smyth County Public Schools,Northwood Middle,Smyth County Public Schools,156 Long Hollow Rd,Saltville,VA,24370,36.929835,-81.626362
Colonel Fred Cherry Middle Suffolk City Public Schools,Colonel Fred Cherry Middle,Suffolk City Public Schools,7401 Burbage Drive,SUFFOLK,VA,23435,36.884234,-76.418515
Forest Glen Middle Suffolk City Public Schools,Forest Glen Middle,Suffolk City Public Schools,200 Forest Glen Dr,Suffolk,VA,23434,36.712943,-76.653752
John F. Kennedy Middle Suffolk City Public Schools,John F. Kennedy Middle,Suffolk City Public Schools,2325 E Washington St,Suffolk,VA,23434,36.734309,-76.553478
John Yeates Middle Suffolk City Public Schools,John Yeates Middle,Suffolk City Public Schools,4901 Bennetts Pasture Rd,Suffolk,VA,23435,36.842669,-76.504422
King's Fork Middle Suffolk City Public Schools,King's Fork Middle,Suffolk City Public Schools,350 Kings Fork Rd.,Suffolk,VA,23434,36.787343,-76.595758
Fort Chiswell Middle Wythe County Public Schools,Fort Chiswell Middle,Wythe County Public Schools,101 Pioneer Trail,Max Meadows,VA,24360,36.930151,-80.9384
Rural Retreat Middle Wythe County Public Schools,Rural Retreat Middle,Wythe County Public Schools,325 E. Buck Ave.,Rural Retreat,VA,24368,36.89603,-81.268522
Scott Memorial Middle Wythe County Public Schools,Scott Memorial Middle,Wythe County Public Schools,950 S. Seventh St.,Wytheville,VA,24382,36.945283,-81.070568
O. Trent Bonner Middle Danville City Public Schools,O. Trent Bonner Middle,Danville City Public Schools,300 Apollo Ave,Danville,VA,24540,36.597063,-79.410923
Westwood Middle Danville City Public Schools,Westwood Middle,Danville City Public Schools,500 Apollo Ave,Danville,VA,24540,36.597318,-79.408646
Albert Hill Middle Richmond City Public Schools,Albert Hill Middle,Richmond City Public Schools,3400 Patterson Ave,Richmond,VA,23221,37.562361,-77.481598
Binford Middle Richmond City Public Schools,Binford Middle,Richmond City Public Schools,1701 Floyd Ave ,Richmond,VA,23220,37.549067,-77.462243
Henderson Middle Richmond City Public Schools,Henderson Middle,Richmond City Public Schools,4319 Old Brook Rd,Richmond,VA,23227,37.596334,-77.447393
Lucille M. Brown Middle Richmond City Public Schools,Lucille M. Brown Middle,Richmond City Public Schools,6300 Jahnke Rd,Richmond,VA,23225,37.521288,-77.513261
River City Middle Richmond City Public Schools,River City Middle,Richmond City Public Schools,6300 Hull Street Rd,Richmond,VA,23224,37.480912,-77.50869
Thomas C. Boushall Middle Richmond City Public Schools,Thomas C. Boushall Middle,Richmond City Public Schools,3400 Hopkins Rd,Richmond,VA,23234,37.472857,-77.469297
Skyline Middle Warren County Public Schools,Skyline Middle,Warren County Public Schools,240 Luray Avenue,Front Royal,VA,22630,38.914939,-78.198515
Warren County Middle Warren County Public Schools,Warren County Middle,Warren County Public Schools,522 Heritage Drive,Front Royal,VA,22630,38.925859,-78.15216
Amherst Middle Amherst County Public Schools,Amherst Middle,Amherst County Public Schools,165 Gordons Fairground Rd,Amherst,VA,24521,37.569626,-79.031851
Monelison Middle Amherst County Public Schools,Monelison Middle,Amherst County Public Schools,257 Trojan Rd,Madison Heights,VA,24572,37.454634,-79.11325
Beverley Manor Middle Augusta County Public Schools,Beverley Manor Middle,Augusta County Public Schools,58 Cedar Green Rd,Staunton,VA,24401,38.146395,-79.12185
S. Gordon Stewart Middle Augusta County Public Schools,S. Gordon Stewart Middle,Augusta County Public Schools,118 Fort Defiance Rd,Fort Defiance,VA,24437,38.24402,-78.976427
Stuarts Draft Middle Augusta County Public Schools,Stuarts Draft Middle,Augusta County Public Schools,1088 Augusta Farm Rd,Stuarts Draft,VA,24477,38.044876,-79.009876
Wilson Middle Augusta County Public Schools,Wilson Middle,Augusta County Public Schools,232 Hornet Road,Fishersville,VA,22939,38.120732,-78.987616
Forest Middle Bedford County Public Schools,Forest Middle,Bedford County Public Schools,100 Ashwood Dr,Forest,VA,24551,37.369192,-79.309441
Liberty Middle Bedford County Public Schools,Liberty Middle,Bedford County Public Schools,1237 Lacey Putney Way,Bedford,VA,24523,37.370121,-79.491892
Staunton River Middle Bedford County Public Schools,Staunton River Middle,Bedford County Public Schools,1293 Golden Eagle Drive,Moneta,VA,24121,37.241122,-79.626439
Carroll County Middle Carroll County Public Schools,Carroll County Middle,Carroll County Public Schools,1036 N. Main Street,Hillsville,VA,24343,36.768641,-80.73905
Glasgow Middle Fairfax County Public Schools,Glasgow Middle,Fairfax County Public Schools,4101 Fairfax Pkwy,Alexandria,VA,22312,38.837969,-77.140855
Holmes Middle Fairfax County Public Schools,Holmes Middle,Fairfax County Public Schools,6525 Montrose St,Alexandria,VA,22312,38.814896,-77.163324
Poe Middle Fairfax County Public Schools,Poe Middle,Fairfax County Public Schools,7000 Cindy Ln,Annandale,VA,22003,38.82119,-77.186619
Carson Middle Fairfax County Public Schools,Carson Middle,Fairfax County Public Schools,13618 McLearen Road,Herndon,VA,20171,38.927574,-77.419457
Cooper Middle Fairfax County Public Schools,Cooper Middle,Fairfax County Public Schools,977 Balls Hill Rd,McLean,VA,22101,38.95224,-77.191967
Franklin Middle Fairfax County Public Schools,Franklin Middle,Fairfax County Public Schools,3300 Lees Corner Rd,Chantilly,VA,20151,38.907462,-77.420728
Frost Middle Fairfax County Public Schools,Frost Middle,Fairfax County Public Schools,4101 Pickett Rd,Fairfax,VA,22032,38.836298,-77.27278
Herndon Middle Fairfax County Public Schools,Herndon Middle,Fairfax County Public Schools,901 Locust St,Herndon,VA,20170,38.968187,-77.391817
Hughes Middle Fairfax County Public Schools,Hughes Middle,Fairfax County Public Schools,11401 Ridge Heights Rd,Reston,VA,20191,38.935351,-77.338366
Irving Middle Fairfax County Public Schools,Irving Middle,Fairfax County Public Schools,8100 Old Keene Mill Rd,Springfield,VA,22152,38.781772,-77.224841
Jackson Middle Fairfax County Public Schools,Jackson Middle,Fairfax County Public Schools,3020 Gallows Rd,Falls Church,VA,22042,38.868337,-77.228384
Johnson Middle Fairfax County Public Schools,Johnson Middle,Fairfax County Public Schools,3801 Jermantown Rd,Fairfax,VA,22030,38.860277,-77.327409
Key Middle Fairfax County Public Schools,Key Middle,Fairfax County Public Schools,6402 Franconia Rd,Springfield,VA,22150,38.779749,-77.160874
Kilmer Middle Fairfax County Public Schools,Kilmer Middle,Fairfax County Public Schools,8100 Wolftrap Rd,Vienna,VA,22182,38.903632,-77.2251
Liberty Middle Fairfax County Public Schools,Liberty Middle,Fairfax County Public Schools,6801 Union Mill Rd.,Clifton,VA,20124,38.805668,-77.418172
Longfellow Middle Fairfax County Public Schools,Longfellow Middle,Fairfax County Public Schools,2000 Westmoreland St,Falls Church,VA,22043,38.909465,-77.174832
Rocky Run Middle Fairfax County Public Schools,Rocky Run Middle,Fairfax County Public Schools,4400 Stringfellow Rd,Chantilly,VA,20151,38.874173,-77.410026
Sandburg Middle Fairfax County Public Schools,Sandburg Middle,Fairfax County Public Schools,8428 Fort Hunt Rd,Alexandria,VA,22308,38.728453,-77.061307
South County Middle Fairfax County Public Schools,South County Middle,Fairfax County Public Schools,8700 Laurel Crest Dr.,Lorton,VA,22079,38.721299,-77.244872
Stone Middle Fairfax County Public Schools,Stone Middle,Fairfax County Public Schools,5500 Sully Park Dr.,Centreville,VA,20120,38.857529,-77.454774
Thoreau Middle Fairfax County Public Schools,Thoreau Middle,Fairfax County Public Schools,2505 Cedar Ln,Vienna,VA,22180,38.888505,-77.240743
Twain Middle Fairfax County Public Schools,Twain Middle,Fairfax County Public Schools,4700 Franconia Rd,Alexandria,VA,22310,38.79006,-77.114086
Whitman Middle Fairfax County Public Schools,Whitman Middle,Fairfax County Public Schools,2500 Parkers Ln,Alexandria,VA,22306,38.741722,-77.074979
Halifax County Middle Halifax County Public Schools,Halifax County Middle,Halifax County Public Schools,1011 Middle School Cir,South Boston,VA,24592,36.725389,-78.917633
Bell Creek Middle Hanover County Public Schools,Bell Creek Middle,Hanover County Public Schools,8021 Lee Davis Road,Mechanicsville,VA,23111,37.617806,-77.340885
Chickahominy Middle Hanover County Public Schools,Chickahominy Middle,Hanover County Public Schools,9450 Atlee Station Road,Mechanicsville,VA,23116,37.665955,-77.412051
Liberty Middle Hanover County Public Schools,Liberty Middle,Hanover County Public Schools,13496 Liberty School Road,Ashland,VA,23005,37.781244,-77.532515
Oak Knoll Middle Hanover County Public Schools,Oak Knoll Middle,Hanover County Public Schools,10295 Chamberlayne Rd.,Mechanicsville,VA,23116,37.686105,-77.383867
Brookland Middle Henrico County Public Schools,Brookland Middle,Henrico County Public Schools,9200 Lydell Dr,Richmond,VA,23228,37.640993,-77.480745
Elko Middle Henrico County Public Schools,Elko Middle,Henrico County Public Schools,5901 Elko Road,Sandston,VA,23150,37.504024,-77.232758
Fairfield Middle Henrico County Public Schools,Fairfield Middle,Henrico County Public Schools,5121 Nine Mile Rd,Richmond,VA,23223,37.546282,-77.360566
George H. Moody Middle Henrico County Public Schools,George H. Moody Middle,Henrico County Public Schools,7800 Woodman Rd,Richmond,VA,23228,37.62566,-77.481197
John Rolfe Middle Henrico County Public Schools,John Rolfe Middle,Henrico County Public Schools,6901 Messer Rd,Richmond,VA,23231,37.476199,-77.373343
L. Douglas Wilder Middle Henrico County Public Schools,L. Douglas Wilder Middle,Henrico County Public Schools,6900 Wilkinson Rd,Richmond,VA,23227,37.620586,-77.421663
Pocahontas Middle Henrico County Public Schools,Pocahontas Middle,Henrico County Public Schools,12000 Three Chopt Rd,Richmond,VA,23233,37.645597,-77.607785
Quioccasin Middle Henrico County Public Schools,Quioccasin Middle,Henrico County Public Schools,9400 Quioccasin Rd,Richmond,VA,23233,37.608472,-77.582046
Short Pump Middle Henrico County Public Schools,Short Pump Middle,Henrico County Public Schools,4701 Pouncey Tract Rd,Glen Allen,VA,23060,37.666682,-77.610151
Tuckahoe Middle Henrico County Public Schools,Tuckahoe Middle,Henrico County Public Schools,9000 Three Chopt Rd,Richmond,VA,23229,37.60787,-77.5607
Belmont Ridge Middle Loudoun County Public Schools,Belmont Ridge Middle,Loudoun County Public Schools,19045 Upper Belmont Place,Leesburg,VA,20176,39.090276,-77.490481
Blue Ridge Middle Loudoun County Public Schools,Blue Ridge Middle,Loudoun County Public Schools,551 East A St,Purcellville,VA,20132,39.128166,-77.707198
Brambleton Middle Loudoun County Public Schools,Brambleton Middle,Loudoun County Public Schools,23070 Learning Circle,Ashburn,VA,20148,38.979623,-77.552246
Eagle Ridge Middle Loudoun County Public Schools,Eagle Ridge Middle,Loudoun County Public Schools,42901 Waxpool Rd,Ashburn,VA,20148,39.015369,-77.515897
Farmwell Station Middle Loudoun County Public Schools,Farmwell Station Middle,Loudoun County Public Schools,44281 Gloucester Pkwy,Ashburn,VA,20147,39.036968,-77.472704
Harmony Middle Loudoun County Public Schools,Harmony Middle,Loudoun County Public Schools,38174 W. Colonial Highway,Hamilton,VA,20158,39.137566,-77.683947
Harper Park Middle Loudoun County Public Schools,Harper Park Middle,Loudoun County Public Schools,701 Potomac Station Dr NE,Leesburg,VA,20176,39.09483,-77.522596
J. Lupton Simpson Middle Loudoun County Public Schools,J. Lupton Simpson Middle,Loudoun County Public Schools,490 Evergreen Mill Rd SE,Leesburg,VA,20175,39.090263,-77.569887
J. Michael Lunsford Middle Loudoun County Public Schools,J. Michael Lunsford Middle,Loudoun County Public Schools,26020 Ticonderoga Road,Chantilly,VA,20152,38.896641,-77.523078
River Bend Middle Loudoun County Public Schools,River Bend Middle,Loudoun County Public Schools,46240 Algonkian Pkwy.,Sterling,VA,20165,39.053029,-77.398262
Seneca Ridge Middle Loudoun County Public Schools,Seneca Ridge Middle,Loudoun County Public Schools,98 Seneca Ridge Dr,Sterling,VA,20164,39.028473,-77.373146
Sterling Middle Loudoun County Public Schools,Sterling Middle,Loudoun County Public Schools,201 W Holly Ave,Sterling,VA,20164,39.000918,-77.405847
Stone Hill Middle Loudoun County Public Schools,Stone Hill Middle,Loudoun County Public Schools,23415 Evergreen Ridge Drive,Ashburn,VA,20148,38.969542,-77.512358
Trailside Middle Loudoun County Public Schools,Trailside Middle,Loudoun County Public Schools,20325 Claiborne Parkway,Ashburn,VA,20147,39.055539,-77.502504
Willard Middle Loudoun County Public Schools,Willard Middle,Loudoun County Public Schools,40915 Braddock Road,Aldie,VA,20105,38.927348,-77.589274
Linkhorne Middle Lynchburg City Public Schools,Linkhorne Middle,Lynchburg City Public Schools,2525 Linkhorne Dr,Lynchburg,VA,24503,37.416509,-79.193044
Sandusky Middle Lynchburg City Public Schools,Sandusky Middle,Lynchburg City Public Schools,805 Chinook Place,Lynchburg,VA,24502,37.379725,-79.202393
Cave Spring Middle Roanoke County Public Schools,Cave Spring Middle,Roanoke County Public Schools,4880 Brambleton Ave,Roanoke,VA,24018,37.215536,-80.018122
Glenvar Middle Roanoke County Public Schools,Glenvar Middle,Roanoke County Public Schools,4555 Malus Dr,Salem,VA,24153,37.281278,-80.138827
Hidden Valley Middle Roanoke County Public Schools,Hidden Valley Middle,Roanoke County Public Schools,4902 Hidden Valley School Rd,Roanoke,VA,24018,37.255419,-80.03334
Northside Middle Roanoke County Public Schools,Northside Middle,Roanoke County Public Schools,6810 Northside High School Rd,Roanoke,VA,24019,37.329974,-80.000904
William Byrd Middle Roanoke County Public Schools,William Byrd Middle,Roanoke County Public Schools,2910 Washington Ave,Vinton,VA,24179,37.285035,-79.8606
Nandua Middle Accomack County Public Schools,Nandua Middle,Accomack County Public Schools,20330 Warrior Dr.,Onley,VA,23418,37.681528,-75.72572
Francis C. Hammond Middle Alexandria City Public Schools,Francis C. Hammond Middle,Alexandria City Public Schools,4646 Seminary Road,Alexandria,VA,22304,38.826829,-77.110273
George Washington Middle Alexandria City Public Schools,George Washington Middle,Alexandria City Public Schools,1005 Mount Vernon Avenue,Alexandria,VA,22301,38.816186,-77.055596
Brookville Middle Campbell County Public Schools,Brookville Middle,Campbell County Public Schools,320 Bee Dr,Lynchburg,VA,24502,37.345699,-79.239613
Rustburg Middle Campbell County Public Schools,Rustburg Middle,Campbell County Public Schools,555 Village Highway,Rustburg,VA,24588,37.272897,-79.103875
Crestwood Middle Chesapeake City Public Schools,Crestwood Middle,Chesapeake City Public Schools,1420 Great Bridge Blvd,Chesapeake,VA,23320,36.76435,-76.281558
Deep Creek Middle Chesapeake City Public Schools,Deep Creek Middle,Chesapeake City Public Schools,1955 Deal Dr,Chesapeake,VA,23323,36.753799,-76.341679
Great Bridge Middle Chesapeake City Public Schools,Great Bridge Middle,Chesapeake City Public Schools,441 Battlefield Blvd S,Chesapeake,VA,23322,36.707835,-76.235536
Greenbrier Middle Chesapeake City Public Schools,Greenbrier Middle,Chesapeake City Public Schools,1016 Greenbrier Pkwy,Chesapeake,VA,23320,36.76064,-76.224836
Hickory Middle Chesapeake City Public Schools,Hickory Middle,Chesapeake City Public Schools,1997 Hawk Blvd,Chesapeake,VA,23322,36.652447,-76.215478
Hugo A. Owens Middle Chesapeake City Public Schools,Hugo A. Owens Middle,Chesapeake City Public Schools,1997 Horseback Run,Chesapeake,VA,23323,36.73405,-76.341126
Indian River Middle Chesapeake City Public Schools,Indian River Middle,Chesapeake City Public Schools,2300 Old Greenbrier Rd,Chesapeake,VA,23325,36.801428,-76.234991
Jolliff Middle Chesapeake City Public Schools,Jolliff Middle,Chesapeake City Public Schools,1021 Jolliff Rd.,Chesapeake,VA,23321,36.788433,-76.415809
Oscar Smith Middle Chesapeake City Public Schools,Oscar Smith Middle,Chesapeake City Public Schools,2500 Rodgers St,Chesapeake,VA,23324,36.800807,-76.271545
Western Branch Middle Chesapeake City Public Schools,Western Branch Middle,Chesapeake City Public Schools,4201 Hawksley Dr,Chesapeake,VA,23321,36.851205,-76.404265
Culpeper Middle Culpeper County Public Schools,Culpeper Middle,Culpeper County Public Schools,14300 Achievement Dr,Culpeper,VA,22701,38.494514,-77.984901
Floyd T. Binns Middle Culpeper County Public Schools,Floyd T. Binns Middle,Culpeper County Public Schools,205 Grandview Ave.,Culpeper,VA,22701,38.486955,-77.991624
Auburn Middle Fauquier County Public Schools,Auburn Middle,Fauquier County Public Schools,7270 Riley Rd.,Warrenton,VA,20187,38.737368,-77.715171
Cedar Lee Middle Fauquier County Public Schools,Cedar Lee Middle,Fauquier County Public Schools,11138 Marsh Road,Bealeton,VA,22712,38.575506,-77.767232
Marshall Middle Fauquier County Public Schools,Marshall Middle,Fauquier County Public Schools,4048 Zulla Road,Marshall,VA,20115,38.873398,-77.817484
W.C. Taylor Middle Fauquier County Public Schools,W.C. Taylor Middle,Fauquier County Public Schools,350 E Shirley Ave,Warrenton,VA,20186,38.702174,-77.791971
Warrenton Middle Fauquier County Public Schools,Warrenton Middle,Fauquier County Public Schools,244 Waterloo St,Warrenton,VA,20186,38.716108,-77.803115
Benjamin Franklin Middle Franklin County Public Schools,Benjamin Franklin Middle,Franklin County Public Schools,225 Middle School Road,Rocky Mount,VA,24151,37.017778,-79.884721
Churchland Middle Portsmouth City Public Schools,Churchland Middle,Portsmouth City Public Schools,4051 River Shore Rd,Portsmouth,VA,23703,36.879976,-76.381103
Cradock Middle Portsmouth City Public Schools,Cradock Middle,Portsmouth City Public Schools,21 Alden Ave,Portsmouth,VA,23702,36.804759,-76.315658
William E. Waters Middle Portsmouth City Public Schools,William E. Waters Middle,Portsmouth City Public Schools,600 Roosevelt Blvd,Portsmouth,VA,23701,36.793688,-76.35739
Andrew G. Wright Middle Stafford County Public Schools,Andrew G. Wright Middle,Stafford County Public Schools,100 Wood Dr,Stafford,VA,22556,38.474378,-77.480864
Donald B. Dixon-Lyle R. Smith Middle Stafford County Public Schools,Donald B. Dixon-Lyle R. Smith Middle,Stafford County Public Schools,503 Deacon Road,Fredericksburg,VA,22405,38.335127,-77.418229
Edward E. Drew Jr. Middle Stafford County Public Schools,Edward E. Drew Jr. Middle,Stafford County Public Schools,501 Cambridge St,Falmouth,VA,22405,38.346187,-77.459562
H.H. Poole Middle Stafford County Public Schools,H.H. Poole Middle,Stafford County Public Schools,800 Eustace Rd,Stafford,VA,22554,38.453173,-77.439243
Rodney E. Thompson Middle Stafford County Public Schools,Rodney E. Thompson Middle,Stafford County Public Schools,75 Walpole St,Stafford,VA,22554,38.450686,-77.46096
Shirley C. Heim Middle Stafford County Public Schools,Shirley C. Heim Middle,Stafford County Public Schools,320 Telegraph Road,Stafford,VA,22554,38.483471,-77.376293
Stafford Middle Stafford County Public Schools,Stafford Middle,Stafford County Public Schools,101 Spartan Dr,Stafford,VA,22554,38.409923,-77.397097
T. Benton Gayle Middle Stafford County Public Schools,T. Benton Gayle Middle,Stafford County Public Schools,100 Panther Drive,Fredericksburg,VA,22406,38.366751,-77.495987
Graham Middle Tazewell County Public Schools,Graham Middle,Tazewell County Public Schools,#1 Academic Cir,Bluefield,VA,24605,37.235766,-81.261606
Richlands Middle Tazewell County Public Schools,Richlands Middle,Tazewell County Public Schools,185 Learning Lane,Richlands,VA,24614,37.094285,-81.776646
Tazewell Middle Tazewell County Public Schools,Tazewell Middle,Tazewell County Public Schools,367 Hope Street,Tazewell,VA,24651,37.128575,-81.485612
Jackson P. Burley Middle Albemarle County Public Schools,Jackson P. Burley Middle,Albemarle County Public Schools,901 Rose Hill Drive,Charlottesville,VA,22903,38.039921,-78.486693
Joseph T. Henley Middle Albemarle County Public Schools,Joseph T. Henley Middle,Albemarle County Public Schools,5880 Rockfish Gap Turnpike,Crozet,VA,22932,38.052279,-78.705895
Journey Middle Albemarle County Public Schools,Journey Middle,Albemarle County Public Schools,210 Lambs Lane,Charlottesville,VA,22901,38.077009,-78.507012
Lakeside Middle Albemarle County Public Schools,Lakeside Middle,Albemarle County Public Schools,2801 Powell Creek Drive,Charlottesville,VA,22911,38.11242,-78.436805
Leslie H. Walton Middle Albemarle County Public Schools,Leslie H. Walton Middle,Albemarle County Public Schools,4217 Red Hill Rd,Charlottesville,VA,22903,37.921586,-78.552462
Dorothy Hamm Middle Arlington County Public Schools,Dorothy Hamm Middle,Arlington County Public Schools,4100 N Vacation Lane,Arlington,VA,22207,38.900299,-77.110474
Gunston Middle Arlington County Public Schools,Gunston Middle,Arlington County Public Schools,2700 S Lang St,Arlington,VA,22206,38.848104,-77.068935
Jefferson Middle Arlington County Public Schools,Jefferson Middle,Arlington County Public Schools,125 S Old Glebe Rd,Arlington,VA,22204,38.869727,-77.096779
Kenmore Middle Arlington County Public Schools,Kenmore Middle,Arlington County Public Schools,200 S Carlin Springs Rd,Arlington,VA,22204,38.864565,-77.129413
