Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,percentage_disabled,free_reduced_lunch_percentage,chronic_absenteeism_rate,cohort_dropout_rate,Bachelors_Percent,Masters_Percent,Doctoral_Percent,SOL Pass Rate,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Total_Per_Pupil_Expenditures,Total_Expenditures
Arlington County,Barrett Elementary,0.5928030303030303,0.5323886639676113,0.0018939393939393,0.5351043643263758,0.0,0.0246212121212121,0.2045454545454545,0.614,0.1757,,30.0,64.0,2.0,0.415,1232.0,13971.0,968.0,7589.0,23760.0,10865536.0
Hampton City,Barron Elementary,0.3649025069637883,0.0,0.0027855153203342,0.5236768802228412,0.0,0.0863509749303621,0.1337047353760445,0.4,0.1232,,38.0,62.0,0.0,0.74,1734.0,7624.0,446.0,2738.0,12543.0,5333465.0
Frederick County,Bass-Hoover Elementary,0.3975903614457831,0.0959860383944153,0.0034423407917383,0.5180722891566265,0.0,0.0,0.1118760757314974,0.385,0.1485,,49.0,49.0,0.0,0.63,692.0,10223.0,136.0,2885.0,13936.0,5538597.0
Henry County,Bassett High,0.6109589041095891,1.0,1.0,0.508675799086758,1.0,1.0,0.1671232876712328,0.887,0.2486,0.0981,46.0,49.0,0.0,0.645,2247.0,7466.0,346.0,3501.0,13559.0,3404603.0
Bath County,Bath County High,0.5531914893617021,0.0,0.0053191489361702,0.4893617021276595,0.0,0.0,0.1223404255319148,0.442,0.1711,0.027,32.0,54.0,4.0,0.718,615.0,13803.0,125.0,6566.0,21108.0,3933079.0
Spotsylvania County,Battlefield Elementary,0.4910979228486647,0.1912650602409638,0.0029673590504451,0.5059347181008902,0.029673590504451,0.0637982195845697,0.1216617210682492,0.442,0.1865,,48.0,44.0,0.0,0.6825,843.0,8154.0,594.0,4296.0,13887.0,8081362.0
Prince William County,Battlefield High,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
Spotsylvania County,Battlefield Middle,0.532608695652174,0.0892857142857142,0.0060386473429951,0.4963768115942029,0.0301932367149758,0.0458937198067632,0.1376811594202898,0.483,0.2637,,42.0,56.0,0.0,0.518,227.0,8845.0,594.0,4296.0,13962.0,9367263.0
Hanover County,Battlefield Park Elementary,0.1573604060913705,0.0,0.0,0.5203045685279187,0.0,0.0050761421319796,0.182741116751269,0.1689999999999999,0.0289,,29.0,71.0,0.0,0.7675,2244.0,9134.0,66.0,2256.0,13700.0,7682336.0
Norfolk City,Bay View Elementary,0.5568400770712909,0.0348837209302325,0.0,0.5491329479768786,0.0,0.1753371868978805,0.0789980732177264,0.5329999999999999,0.2527,,39.0,56.0,2.0,0.685,1278.0,7811.0,645.0,3545.0,13279.0,6867720.0
Virginia Beach City,Bayside 6th Grade Campus,0.764367816091954,0.0,0.0,0.5086206896551724,0.0,0.132183908045977,0.1494252873563218,0.672,0.1564,,53.0,47.0,0.0,0.645,1731.0,13233.0,0.0,0.0,14965.0,6799123.0
Virginia Beach City,Bayside Elementary,0.6155419222903885,0.134297520661157,0.0,0.5307377049180327,0.0245398773006134,0.2024539877300613,0.1676891615541922,0.578,0.1823999999999999,,56.0,39.0,0.0,0.6275,2016.0,11960.0,0.0,0.0,13976.0,6618277.0
Virginia Beach City,Bayside High,0.0,1.0,1.0,0.4915167095115681,1.0,1.0,1.0,0.528,0.278,0.04,49.0,46.0,4.0,0.696,2538.0,12865.0,0.0,0.0,15404.0,7496063.0
Virginia Beach City,Bayside Middle,0.7238219895287958,0.0390309555854643,0.0013089005235602,0.4842931937172774,0.0,0.1086387434554973,0.1335078534031413,0.6940000000000001,0.2444,,50.0,46.0,2.0,0.648,1165.0,11465.0,0.0,0.0,12631.0,22858000.0
Hanover County,Beaverdam Elementary,0.2678571428571428,0.0,0.0,0.4892857142857142,0.0,0.0107142857142857,0.1214285714285714,0.265,0.0755,,14.0,83.0,3.0,0.7,497.0,9779.0,66.0,2256.0,12599.0,6525469.0
Bedford County,Bedford Elementary,0.6453900709219859,0.0,0.0023640661938534,0.5153664302600472,0.0,0.0260047281323877,0.1205673758865248,0.615,0.1462,,59.0,38.0,0.0,0.5925,981.0,7314.0,28.0,3585.0,11908.0,5781021.0
Lynchburg City,Bedford Hills Elementary,0.5403225806451613,0.0,0.0161290322580645,0.510752688172043,0.0,0.0134408602150537,0.1962365591397849,0.927,0.2318,,50.0,42.0,0.0,0.5325,1036.0,9597.0,10.0,2490.0,13134.0,7165689.0
Bedford County,Bedford Primary,0.64,0.0,0.0109090909090909,0.4763636363636364,0.0,0.0145454545454545,0.24,,,,,,,,,,,,,
Fairfax County,Beech Tree Elementary,0.5753424657534246,0.4604105571847507,0.0027397260273972,0.5397260273972603,0.0,0.0273972602739726,0.1643835616438356,0.603,0.1583999999999999,,23.0,74.0,2.0,0.75,780.0,14794.0,694.0,6054.0,22322.0,7722822.0
Prince William County,Bel Air Elementary,0.7746835443037975,0.5444743935309974,0.0,0.5189873417721519,0.0,0.0126582278481012,0.1569620253164557,0.769,0.141,,27.0,71.0,0.0,0.51,205.0,8117.0,571.0,3640.0,12534.0,17617251.0
Russell County,Belfast Elementary,0.5211267605633803,0.0,0.0211267605633802,0.4929577464788732,0.0,0.0070422535211267,0.0915492957746478,0.484,0.1382,,45.0,55.0,0.0,0.945,1198.0,6920.0,648.0,3877.0,12644.0,3611101.0
Greensville County,Belfield Elementary,0.656441717791411,0.0,0.0184049079754601,0.4969325153374233,0.0,0.0,0.1226993865030674,0.988,0.35,,76.0,18.0,0.0,0.54,3028.0,4729.0,0.0,2940.0,10698.0,8793001.0
Hanover County,Bell Creek Middle,0.3735926305015353,0.0134715025906735,0.0010235414534288,0.5097236438075742,0.0,0.007164790174002,0.1668372569089048,0.296,0.1039,,40.0,57.0,1.0,0.73,365.0,8961.0,66.0,2256.0,11648.0,15264397.0
Radford City,Belle Heth Elementary,0.2597938144329897,0.0,0.0030927835051546,0.5164948453608248,0.0,0.0298969072164948,0.1216494845360824,0.485,0.0492,,48.0,51.0,0.0,0.5875,425.0,6581.0,93.0,1179.0,8278.0,7964978.0
Fairfax County,Belle View Elementary,0.359903381642512,0.2618453865336658,0.002415458937198,0.5,0.0,0.0241545893719806,0.2294685990338164,0.314,0.1687999999999999,,28.0,70.0,2.0,0.61,503.0,10886.0,694.0,6054.0,18137.0,12336092.0
Richmond City,Bellevue Elementary,0.63,0.0,0.0,0.545,0.0,0.01,0.105,1.0,0.267,,33.0,62.0,0.0,0.3275,1006.0,9941.0,3624.0,5962.0,20533.0,8018581.0
Chesterfield County,Bellwood Elementary,0.6584867075664622,0.3590814196242171,0.0,0.50920245398773,0.0,0.0020449897750511,0.1288343558282208,0.902,0.209,,41.0,59.0,0.0,0.4175,252.0,6055.0,543.0,4412.0,11262.0,8541322.0
Prince William County,Belmont Elementary,0.6686274509803921,0.5093555093555093,0.0,0.5078431372549019,0.0,0.0294117647058823,0.1352941176470588,0.722,0.2,,31.0,69.0,0.0,0.64,278.0,10142.0,571.0,3640.0,14631.0,7056316.0
Loudoun County,Belmont Ridge Middle,0.1543560606060606,0.0371517027863777,1.0,0.5213270142180095,,1.0,0.0928030303030303,0.106,0.0674,,32.0,64.0,2.0,0.7859999999999999,524.0,19071.0,13.0,2246.0,21854.0,30919565.0
Loudoun County,Belmont Station Elementary,0.1237830319888734,0.1384388807069219,0.0,0.4784422809457579,0.0,0.0417246175243393,0.1363004172461752,,,,,,,,,,,,,
Fairfax County,Belvedere Elementary,0.5144404332129964,0.3386138613861386,0.0,0.5595667870036101,0.0,0.0379061371841155,0.1823104693140794,0.523,0.1411,,35.0,63.0,2.0,0.7633333333,829.0,11876.0,694.0,6054.0,19453.0,14632213.0
Montgomery County,Belview Elementary,0.4963503649635036,0.0404411764705882,0.0072992700729927,0.5182481751824818,0.0,0.0255474452554744,0.1167883211678832,0.488,0.2392,,52.0,45.0,3.0,0.6525,396.0,11207.0,175.0,3854.0,15632.0,4400616.0
Franklin County,Benjamin Franklin Middle,0.5739130434782609,1.0,1.0,0.4963210702341137,,1.0,1.0,0.505,0.2286,,48.0,50.0,0.0,0.688,510.0,8008.0,55.0,3463.0,12036.0,22018283.0
Hampton City,Benjamin Syms Middle,0.5364850976361768,0.011482254697286,0.0041109969167523,0.5159301130524152,0.0123329907502569,0.079136690647482,0.1695786228160329,0.911,0.2648,,52.0,42.0,2.0,0.602,477.0,8372.0,446.0,2738.0,12033.0,4775405.0
Prince William County,Bennett Elementary,0.2777777777777778,0.188385269121813,0.0,0.5300699300699301,0.0,0.0611111111111111,0.1513888888888888,0.239,0.1728,,30.0,70.0,0.0,0.705,606.0,10945.0,571.0,3640.0,15763.0,6326481.0
Chesterfield County,Bensley Elementary,0.6084828711256117,0.542713567839196,0.0,0.5154975530179445,0.0,0.0016313213703099,0.1256117455138662,0.902,0.2853,,44.0,56.0,0.0,0.43,236.0,9423.0,543.0,4412.0,14615.0,8109858.0
Spotsylvania County,Berkeley Elementary,0.51985559566787,0.0,0.0,0.5415162454873647,0.0,0.0252707581227436,0.2382671480144404,0.488,0.2095,,24.0,73.0,0.0,0.78,212.0,6225.0,594.0,4296.0,11327.0,17275503.0
Waynesboro City,Berkeley Glenn Elementary,0.5286885245901639,0.0614754098360655,0.0163934426229508,0.4754098360655737,0.0,0.0081967213114754,0.1229508196721311,,,,,,,,,,,,,
Williamsburg-James City County,Berkeley Middle,0.3819334389857369,0.0455311973018549,0.0,0.4984126984126984,0.0206022187004754,0.0919175911251981,0.1426307448494453,0.4039999999999999,0.122,,28.0,66.0,1.0,0.718,1244.0,8881.0,559.0,4980.0,15664.0,7129774.0
Norfolk City,Berkley/Campostella Early Childhood Education Center,0.6265060240963856,0.0,0.0120481927710843,0.6024096385542169,0.0,0.0783132530120482,0.0,,,,,,,,,,,,,
Staunton City,Bessie Weller Elementary,0.4081081081081081,0.0796703296703296,0.0081081081081081,0.4756756756756757,0.0297297297297297,0.0135135135135135,0.1081081081081081,0.745,0.2394,,56.0,41.0,0.0,0.5833333333,1370.0,7510.0,1308.0,3745.0,13934.0,5220218.0
Gloucester County,Bethel Elementary,0.3858585858585858,0.0,0.0,0.5555555555555556,0.0,0.107070707070707,0.1797979797979798,0.38,0.1441,,41.0,57.0,0.0,0.755,929.0,7393.0,283.0,4322.0,12928.0,7703433.0
Hampton City,Bethel High,1.0,1.0,1.0,0.4771349862258953,1.0,1.0,1.0,0.447,0.2080999999999999,0.0069,40.0,52.0,2.0,0.738,865.0,7492.0,446.0,2738.0,11541.0,8117356.0
York County,Bethel Manor Elementary,0.3140243902439024,0.0,0.0,0.5289634146341463,0.0,0.961890243902439,0.1234756097560975,0.437,0.09,,40.0,60.0,0.0,0.8725,1471.0,4919.0,19.0,2934.0,9343.0,5747534.0
Chesterfield County,Bettie Weaver Elementary,0.0395189003436426,0.0,0.0,0.5395189003436426,0.0,0.0171821305841924,0.1013745704467354,0.032,0.0172,,44.0,54.0,0.0,0.8875,209.0,5908.0,543.0,4412.0,11072.0,22591794.0
Chesterfield County,Beulah Elementary,0.531540847983454,0.1779661016949152,0.0010341261633919,0.4974146845915201,0.0,0.0237849017580144,0.0961737331954498,0.601,0.1703,,51.0,47.0,1.0,0.4175,0.0,6350.0,543.0,4412.0,11305.0,8853078.0
Augusta County,Beverley Manor Middle,0.4415584415584415,0.0,0.0032467532467532,0.5373376623376623,0.0,0.0064935064935064,0.086038961038961,0.3979999999999999,0.2321,,45.0,48.0,2.0,0.696,252.0,8338.0,653.0,3214.0,12456.0,7559004.0
Bedford County,Big Island Elementary,0.4726027397260274,0.0,0.0,0.4931506849315068,0.0,0.0616438356164383,0.0890410958904109,0.484,0.1517,,63.0,38.0,0.0,0.8225,1304.0,8108.0,28.0,3585.0,13025.0,2804498.0
Richmond City,Binford Middle,0.4805825242718446,0.0,0.0,0.4466019417475728,0.0,0.0,0.1868932038834951,1.0,0.1351,,25.0,70.0,3.0,0.5379999999999999,523.0,9644.0,3624.0,5962.0,19753.0,7987146.0
Virginia Beach City,Birdneck Elementary,0.6366559485530546,0.0225806451612903,0.0016077170418006,0.5385852090032154,0.0,0.3762057877813505,0.2090032154340836,0.675,0.2627,,49.0,49.0,2.0,0.5,1772.0,11567.0,0.0,0.0,13339.0,8704424.0
Montgomery County,Blacksburg High,1.0,1.0,1.0,0.507587253414264,,1.0,1.0,0.177,0.1457,0.0102,30.0,65.0,0.0,0.846,499.0,9373.0,175.0,3854.0,13901.0,3850208.0
Montgomery County,Blacksburg Middle,0.2664509169363538,0.0324022346368715,0.0010787486515641,0.5310119695321001,0.0,0.0107874865156418,0.1175836030204962,0.243,0.1398,,34.0,63.0,2.0,0.76,189.0,8380.0,175.0,3854.0,12598.0,4680262.0
Nottoway County,Blackstone Primary,0.6478149100257069,0.0463917525773195,0.0025706940874035,0.5141388174807198,0.0,0.0359897172236503,0.1259640102827763,0.909,0.2255,,54.0,43.0,3.0,0.51,1180.0,6508.0,1266.0,4000.0,12954.0,6714577.0
Richmond City,Blackwell Elementary,0.7904509283819628,0.0398936170212766,0.0,0.5384615384615384,0.0,0.0053050397877984,0.1087533156498673,1.0,0.3718,,34.0,66.0,0.0,0.2675,948.0,9470.0,3624.0,5962.0,20004.0,11292078.0
Norfolk City,Blair Middle,0.589975349219392,1.0,,0.4987674609695974,1.0,0.1914543960558751,1.0,0.64,0.1315,,41.0,53.0,1.0,0.536,1434.0,9314.0,645.0,3545.0,14937.0,11694953.0
Bland County,Bland County Elementary,0.4351585014409221,0.0,0.0115273775216138,0.5187319884726225,0.0,0.0057636887608069,0.132564841498559,,,,,,,,,,,,,
Bland County,Bland County High,0.4354838709677419,0.0,0.0026881720430107,0.5026881720430108,0.0,0.010752688172043,0.1720430107526881,0.4679999999999999,0.1317,0.0,47.0,51.0,1.0,0.762,29.0,8025.0,1577.0,3016.0,12648.0,4690965.0
Patrick County,Blue Ridge Elementary,0.6,0.0,0.0,0.5372549019607843,0.0431372549019607,0.0078431372549019,0.1529411764705882,0.6920000000000001,0.1471,,67.0,30.0,0.0,0.7875,1063.0,7221.0,708.0,3662.0,12654.0,4754789.0
Loudoun County,Blue Ridge Middle,0.1481927710843373,0.0369426751592356,0.0,0.5078407720144753,0.0,0.0192771084337349,0.1662650602409638,0.118,0.1046,,31.0,66.0,2.0,0.7859999999999999,534.0,15585.0,13.0,2246.0,18377.0,11043779.0
Mecklenburg County,Bluestone  High,0.1117717003567182,0.0,0.0011890606420927,0.4565992865636147,0.0,0.0178359096313912,0.0570749108204518,,,,,,,,,,,,,
Harrisonburg City,Bluestone Elementary,0.5963963963963964,0.4574074074074074,0.0,0.4972972972972973,0.0,0.009009009009009,0.0972972972972973,0.669,0.2392999999999999,,27.0,73.0,0.0,0.4325,397.0,8513.0,625.0,3535.0,13071.0,24456998.0
Mecklenburg County,Bluestone Middle,0.1652892561983471,0.0,0.0,0.4517906336088154,0.0,0.0082644628099173,0.1294765840220385,,,,,,,,,,,,,
Chesterfield County,Bon Air Elementary,0.3756345177664975,0.1606837606837607,0.0,0.5228426395939086,0.0,0.0033840947546531,0.1776649746192893,0.361,0.1163,,43.0,55.0,2.0,0.7125,612.0,6228.0,543.0,4412.0,11795.0,8024639.0
Fairfax County,Bonnie Brae Elementary,0.1977329974811083,0.1311258278145695,0.0,0.5327455919395466,0.0,0.0680100755667506,0.1712846347607053,0.184,0.1151,,20.0,77.0,1.0,0.71,543.0,11186.0,694.0,6054.0,18478.0,7461711.0
Roanoke County,Bonsack Elementary,0.1950464396284829,0.0470219435736677,0.0030959752321981,0.56656346749226,0.0,0.0123839009287925,0.1362229102167182,0.1669999999999999,0.0464,,61.0,39.0,0.0,0.9025,480.0,7298.0,193.0,2984.0,10955.0,8379446.0
Norfolk City,Booker T Washington High,0.7413087934560327,0.0185185185185185,0.0030674846625766,0.4938650306748466,0.0,0.058282208588957,0.2167689161554192,0.96,0.1521,0.1005,24.0,56.0,5.0,0.442,1081.0,8589.0,645.0,3545.0,13860.0,12984397.0
Suffolk City,Booker T. Washington Elementary,0.5710144927536231,0.0,0.0,0.5014492753623189,0.0,0.0376811594202898,0.0898550724637681,0.997,0.3379,,43.0,54.0,3.0,0.4175,1456.0,9281.0,579.0,4378.0,15694.0,5487697.0
Franklin County,Boones Mill Elementary,0.3682310469314079,0.0,0.003610108303249,0.4873646209386281,0.0,0.0,0.1263537906137184,0.435,0.076,,55.0,39.0,0.0,0.765,2747.0,9778.0,55.0,3463.0,16044.0,3519339.0
Bedford County,Boonsboro Elementary,0.2088235294117647,0.0325443786982248,0.0,0.5088235294117647,0.0,0.0205882352941176,0.0676470588235294,0.22,0.0546,,39.0,61.0,0.0,0.79,236.0,7452.0,28.0,3585.0,11301.0,5952964.0
Gloucester County,Botetourt Elementary,0.3861209964412811,0.0,0.0017793594306049,0.5444839857651246,0.0,0.1725978647686832,0.1441281138790035,0.421,0.1226999999999999,,43.0,55.0,0.0,0.7625,1043.0,7606.0,283.0,4322.0,13254.0,4485702.0
Caroline County,Bowling Green Elementary,0.5448369565217391,0.0395634379263301,0.0,0.5081521739130435,0.0,0.0040760869565217,0.15625,0.609,0.2572,,52.0,46.0,0.0,0.4475,305.0,7376.0,248.0,3380.0,11309.0,13170971.0
Clarke County,Boyce Elementary,0.3224755700325732,0.0664451827242525,0.003257328990228,0.511400651465798,0.0,0.0456026058631921,0.1237785016286645,0.249,0.2939,,52.0,48.0,0.0,0.57,251.0,9123.0,305.0,3849.0,13528.0,9127183.0
Fairfax County,Braddock Elementary,0.7246207701283547,0.743030303030303,0.0011668611435239,0.4947491248541423,0.0,0.0035005834305717,0.1306884480746791,0.826,0.2691,,29.0,66.0,2.0,0.43,1406.0,13558.0,694.0,6054.0,21712.0,10498616.0
Loudoun County,Brambleton Middle,1.0,1.0,1.0,0.5107559926244623,,1.0,1.0,0.0559999999999999,0.0666,,30.0,69.0,0.0,0.804,594.0,10755.0,13.0,2246.0,13607.0,16454978.0
Virginia Beach City,Brandon Middle,0.5317972350230414,1.0,1.0,0.5239852398523985,,0.1622119815668203,0.1419354838709677,0.455,0.1402999999999999,,51.0,46.0,0.0,0.708,1389.0,12199.0,0.0,0.0,13588.0,6807591.0
Botetourt County,Breckinridge Elementary,0.3505747126436782,0.0,0.0,0.5632183908045977,0.0,0.0172413793103448,0.1896551724137931,0.364,0.1006,,46.0,50.0,0.0,0.7775,476.0,8728.0,145.0,2883.0,12233.0,7710807.0
Roanoke City,Breckinridge Middle,0.6077844311377245,0.0486486486486486,0.0044910179640718,0.4745508982035928,0.0404191616766467,0.0,0.1407185628742515,1.0,0.2743,,41.0,45.0,3.0,0.408,1069.0,6827.0,796.0,3859.0,12552.0,8459474.0
Fairfax County,Bren Mar Park Elementary,0.5434298440979956,0.4521531100478468,0.0,0.5211581291759465,0.0,0.0445434298440979,0.153674832962138,0.594,0.1871,,29.0,71.0,0.0,0.66,298.0,8881.0,694.0,6054.0,15927.0,19631526.0
Prince William County,Brentsville District High,0.1657810839532412,0.0497297297297297,0.0,0.5196599362380446,0.0,0.0350690754516471,0.1455897980871413,0.124,0.2413,0.019,24.0,75.0,1.0,0.7240000000000001,225.0,8756.0,571.0,3640.0,13192.0,32729759.0
Loudoun County,Briar Woods High,1.0,1.0,,0.4986103390772651,,1.0,1.0,,,,,,,,,,,,,
Portsmouth City,Brighton Elementary,0.6458333333333334,0.0,0.0069444444444444,0.5092592592592593,0.0,0.0509259259259259,0.0856481481481481,,,,,,,,,,,,,
Prince William County,Bristow Run Elementary,0.2045801526717557,0.1348837209302325,0.0,0.5114503816793893,0.0,0.0213740458015267,0.1465648854961832,0.17,0.0883,,27.0,71.0,0.0,0.7825,817.0,10364.0,571.0,3640.0,15392.0,7731777.0
Richmond City,Broad Rock Elementary,0.5725190839694656,0.357032457496136,0.0,0.5053435114503817,0.0,0.0045801526717557,0.0977099236641221,1.0,0.2471999999999999,,31.0,69.0,0.0,0.3075,1.0,9916.0,3624.0,5962.0,19503.0,8646662.0
Loudoun County,Broad Run High,1.0,1.0,,0.4907819453273999,,1.0,1.0,0.178,0.1416,0.0195,26.0,73.0,1.0,0.848,487.0,16625.0,13.0,2246.0,19371.0,8954101.0
Albemarle County,Broadus Wood Elementary,0.166023166023166,0.0,0.0,0.4864864864864865,0.0,0.0694980694980695,0.1274131274131274,0.151,0.1406,,41.0,59.0,0.0,0.7,1076.0,12486.0,471.0,3799.0,17832.0,8795880.0
Rockingham County,Broadway High,0.4397089397089397,0.0354166666666666,0.0072765072765072,0.5343035343035343,0.0,0.0103950103950103,0.107068607068607,0.336,0.3304999999999999,0.0268,41.0,59.0,0.0,0.8,195.0,7783.0,327.0,4159.0,12464.0,11613146.0
Spotsylvania County,Brock Road Elementary,0.3761467889908257,0.043010752688172,0.0,0.5237366003062787,0.0,0.0535168195718654,0.1437308868501529,0.294,0.2377,,41.0,57.0,0.0,0.6725,426.0,7572.0,594.0,4296.0,12888.0,9197727.0
Stafford County,Brooke Point High,1.0,1.0,1.0,0.0,,1.0,1.0,0.293,0.2236,0.0197999999999999,33.0,55.0,4.0,0.72,198.0,7502.0,237.0,3487.0,11423.0,10969627.0
Fairfax County,Brookfield Elementary,0.6459459459459459,0.4750378214826021,0.0013513513513513,0.4918918918918919,0.0,0.0108108108108108,0.1243243243243243,0.62,0.1791,,25.0,72.0,1.0,0.55,1221.0,12214.0,694.0,6054.0,20183.0,9591085.0
Henrico County,Brookland Middle,0.7218777679362267,0.1837140019860973,1.0,0.5296722763507529,1.0,1.0,0.1718334809565987,0.7290000000000001,0.2257,,35.0,58.0,5.0,0.428,562.0,7864.0,89.0,2979.0,11493.0,18277551.0
Campbell County,Brookneal Elementary,0.6666666666666666,0.0,0.0,0.5060827250608273,0.0,0.0,0.1046228710462287,0.73,0.2054,,57.0,43.0,0.0,0.6575,460.0,5816.0,654.0,3352.0,10281.0,10095370.0
Campbell County,Brookville High,0.361,0.0235414534288638,0.001,0.519,,,0.126,0.326,0.2057,0.032,49.0,46.0,0.0,0.8425,1194.0,6746.0,654.0,3352.0,11945.0,4845830.0
Campbell County,Brookville Middle,0.4032697547683924,0.0294530154277699,0.0,0.5,0.0,0.0027247956403269,0.1294277929155313,0.397,0.153,,56.0,44.0,0.0,0.604,414.0,7322.0,654.0,3352.0,11741.0,7068425.0
Virginia Beach City,Brookwood Elementary,0.602112676056338,0.0176056338028169,0.0035211267605633,0.551056338028169,0.0,0.2218309859154929,0.1496478873239436,0.596,0.2142,,53.0,48.0,0.0,0.7325,1961.0,11496.0,0.0,0.0,13457.0,6985770.0
Pittsylvania County,Brosville Elementary,0.5380952380952381,0.0619047619047619,0.0,0.4952380952380952,0.0,0.0047619047619047,0.1095238095238095,,,,,,,,,,,,,
Albemarle County,Brownsville Elementary,0.1309523809523809,0.0,0.0,0.5224867724867724,0.0,0.041005291005291,0.0965608465608465,0.109,0.0637,,46.0,51.0,0.0,0.76,800.0,13657.0,471.0,3799.0,18727.0,3515095.0
Brunswick County,Brunswick High,0.7380410022779044,0.0,0.0022779043280182,0.5216400911161732,0.0,0.0182232346241457,0.1617312072892938,0.978,0.1524,0.0579,48.0,32.0,7.0,0.584,342.0,7927.0,1961.0,5489.0,15719.0,5119561.0
York County,Bruton High,0.2640364188163884,0.0261136712749615,0.0,0.5083459787556904,0.0182094081942336,0.2063732928679817,0.1198786039453717,0.285,0.1753,0.0132,30.0,58.0,6.0,0.772,314.0,7401.0,19.0,2934.0,10668.0,7030169.0
Fairfax County,Bryant High,0.7142857142857143,0.5851851851851851,0.0285714285714285,0.5142857142857142,0.0,0.0,0.0714285714285714,0.465,0.8012999999999999,0.4412,18.0,75.0,5.0,0.37,1099.0,10039.0,694.0,6054.0,17886.0,14789170.0
Botetourt County,Buchanan Elementary,0.3633333333333333,0.0,0.0,0.51,0.0,0.0133333333333333,0.2366666666666666,0.452,0.0670999999999999,,39.0,61.0,0.0,0.8025,325.0,9152.0,145.0,2883.0,12506.0,5785796.0
Buckingham County,Buckingham Co Elementary,0.5679611650485437,0.024330900243309,0.0024271844660194,0.5169902912621359,0.0,0.0024271844660194,0.1480582524271844,0.821,0.223,,50.0,41.0,0.0,0.45,933.0,11912.0,556.0,2975.0,16375.0,9673825.0
Buckingham County,Buckingham Co Prekindergarten Center,0.4886363636363636,0.0,0.0,0.5795454545454546,0.0,0.0,0.1931818181818181,,,,,,,,,,,,,
Buckingham County,Buckingham Co Primary,0.6336336336336337,0.0,0.006006006006006,0.5435435435435435,0.0,0.0,0.1261261261261261,,,,,,,,,,,,,
Buckingham County,Buckingham County High,0.4832214765100671,0.0,0.0,0.5151006711409396,0.0,0.0050335570469798,0.1442953020134228,0.5539999999999999,0.34,0.0441,40.0,46.0,0.0,0.7040000000000001,1025.0,7964.0,556.0,2975.0,12520.0,6209102.0
Buckingham County,Buckingham County Middle,0.5654761904761905,0.0,0.0039682539682539,0.4801587301587302,0.0257936507936507,0.0079365079365079,0.1428571428571428,0.8220000000000001,0.3036,,49.0,49.0,0.0,0.5225,2935.0,8465.0,236.0,3290.0,14926.0,7495422.0
Prince William County,Buckland Mills Elementary,0.2449255751014885,0.1487839771101573,0.0,0.503382949932341,0.0,0.0297699594046008,0.1055480378890392,0.22,0.1105,,34.0,62.0,0.0,0.815,391.0,9738.0,571.0,3640.0,14340.0,9780189.0
Fairfax County,Bucknell Elementary,0.6168582375478927,0.3713080168776371,0.0,0.5363984674329502,0.0,0.0191570881226053,0.1992337164750957,0.631,0.2273,,24.0,68.0,2.0,0.4133333333,356.0,10160.0,694.0,6054.0,17264.0,12568431.0
Augusta County,Buffalo Gap High,0.413716814159292,0.0,0.0044247787610619,0.5486725663716814,0.0,0.0154867256637168,0.1017699115044247,0.351,0.2116,0.0909,51.0,45.0,2.0,0.826,494.0,9717.0,653.0,3214.0,14077.0,6204208.0
Loudoun County,Buffalo Trail Elementary,0.0863060989643268,0.1604010025062656,0.0,0.5028768699654775,0.0,0.0195627157652474,0.0667433831990794,0.0559999999999999,0.0991,,22.0,75.0,1.0,0.79,405.0,13574.0,13.0,2246.0,16237.0,14830193.0
Charlottesville City,Buford Middle,0.5976627712854758,0.1102941176470588,0.005008347245409,0.5126475548060708,0.0,0.003338898163606,0.1602671118530884,0.534,0.2416,,34.0,61.0,4.0,0.484,1669.0,12643.0,263.0,5172.0,19746.0,5940820.0
Fairfax County,Bull Run Early Childhood Resource Center,0.0,0.0,0.0,0.6608187134502924,0.0,0.0116959064327485,1.0,,,,,,,,,,,,,
Fairfax County,Bull Run Elementary,0.3774373259052925,0.2816265060240964,0.0,0.5125348189415042,0.0,0.0278551532033426,0.1337047353760445,0.348,0.1578,,34.0,65.0,0.0,0.6466666667,1107.0,11603.0,694.0,6054.0,19459.0,12100545.0
Prince William County,Bull Run Middle,0.3700361010830325,0.1556948798328108,1.0,0.5031616982836495,,1.0,0.1407942238267148,0.308,0.186,,18.0,75.0,1.0,0.726,214.0,8116.0,571.0,3640.0,12540.0,35098484.0
Roanoke County,Burlington Elementary,0.4977777777777777,0.1241534988713318,0.0022222222222222,0.5222222222222223,0.0,0.0066666666666666,0.1688888888888889,0.59,0.133,,59.0,38.0,0.0,0.595,436.0,8026.0,193.0,2984.0,11639.0,10344115.0
Charlottesville City,Burnley-Moran Elementary,0.3167701863354037,0.102803738317757,0.0,0.4922118380062305,0.0,0.0062111801242236,0.108695652173913,0.424,0.0619,,39.0,53.0,3.0,0.69,1226.0,12714.0,263.0,5172.0,19374.0,6303196.0
