School,Division,Degree_Percent,Degree_Type,Sch_Div
Corporate Landing Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Corporate Landing Elementary Virginia Beach City Public Schools
Hermitage Elementary,Virginia Beach City Public Schools,37,Bachelor's Degree,Hermitage Elementary Virginia Beach City Public Schools
Hermitage Elementary,Virginia Beach City Public Schools,61,Master's Degree,Hermitage Elementary Virginia Beach City Public Schools
Hermitage Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Hermitage Elementary Virginia Beach City Public Schools
Bayside Elementary,Virginia Beach City Public Schools,56,Bachelor's Degree,Bayside Elementary Virginia Beach City Public Schools
Bayside Elementary,Virginia Beach City Public Schools,39,Master's Degree,Bayside Elementary Virginia Beach City Public Schools
Bayside Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Bayside Elementary Virginia Beach City Public Schools
Bayside High,Virginia Beach City Public Schools,49,Bachelor's Degree,Bayside High Virginia Beach City Public Schools
Bayside High,Virginia Beach City Public Schools,46,Master's Degree,Bayside High Virginia Beach City Public Schools
Bayside High,Virginia Beach City Public Schools,4,Doctoral Degree,Bayside High Virginia Beach City Public Schools
Pembroke Meadows Elementary,Virginia Beach City Public Schools,56,Bachelor's Degree,Pembroke Meadows Elementary Virginia Beach City Public Schools
Pembroke Meadows Elementary,Virginia Beach City Public Schools,33,Master's Degree,Pembroke Meadows Elementary Virginia Beach City Public Schools
Pembroke Meadows Elementary,Virginia Beach City Public Schools,8,Doctoral Degree,Pembroke Meadows Elementary Virginia Beach City Public Schools
Green Run High,Virginia Beach City Public Schools,46,Bachelor's Degree,Green Run High Virginia Beach City Public Schools
Green Run High,Virginia Beach City Public Schools,49,Master's Degree,Green Run High Virginia Beach City Public Schools
Green Run High,Virginia Beach City Public Schools,1,Doctoral Degree,Green Run High Virginia Beach City Public Schools
North Landing Elementary,Virginia Beach City Public Schools,41,Bachelor's Degree,North Landing Elementary Virginia Beach City Public Schools
North Landing Elementary,Virginia Beach City Public Schools,56,Master's Degree,North Landing Elementary Virginia Beach City Public Schools
North Landing Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,North Landing Elementary Virginia Beach City Public Schools
Princess Anne Elementary,Virginia Beach City Public Schools,29,Bachelor's Degree,Princess Anne Elementary Virginia Beach City Public Schools
Princess Anne Elementary,Virginia Beach City Public Schools,69,Master's Degree,Princess Anne Elementary Virginia Beach City Public Schools
Princess Anne Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Princess Anne Elementary Virginia Beach City Public Schools
Creeds Elementary,Virginia Beach City Public Schools,26,Bachelor's Degree,Creeds Elementary Virginia Beach City Public Schools
Creeds Elementary,Virginia Beach City Public Schools,70,Master's Degree,Creeds Elementary Virginia Beach City Public Schools
Creeds Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Creeds Elementary Virginia Beach City Public Schools
Williams Elementary,Virginia Beach City Public Schools,49,Bachelor's Degree,Williams Elementary Virginia Beach City Public Schools
Williams Elementary,Virginia Beach City Public Schools,44,Master's Degree,Williams Elementary Virginia Beach City Public Schools
Williams Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Williams Elementary Virginia Beach City Public Schools
Pembroke Elementary,Virginia Beach City Public Schools,47,Bachelor's Degree,Pembroke Elementary Virginia Beach City Public Schools
Pembroke Elementary,Virginia Beach City Public Schools,47,Master's Degree,Pembroke Elementary Virginia Beach City Public Schools
Pembroke Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Pembroke Elementary Virginia Beach City Public Schools
Princess Anne High,Virginia Beach City Public Schools,43,Bachelor's Degree,Princess Anne High Virginia Beach City Public Schools
Princess Anne High,Virginia Beach City Public Schools,50,Master's Degree,Princess Anne High Virginia Beach City Public Schools
Princess Anne High,Virginia Beach City Public Schools,2,Doctoral Degree,Princess Anne High Virginia Beach City Public Schools
Arrowhead Elementary,Virginia Beach City Public Schools,42,Bachelor's Degree,Arrowhead Elementary Virginia Beach City Public Schools
Arrowhead Elementary,Virginia Beach City Public Schools,56,Master's Degree,Arrowhead Elementary Virginia Beach City Public Schools
Arrowhead Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Arrowhead Elementary Virginia Beach City Public Schools
Centerville Elementary,Virginia Beach City Public Schools,30,Bachelor's Degree,Centerville Elementary Virginia Beach City Public Schools
Centerville Elementary,Virginia Beach City Public Schools,66,Master's Degree,Centerville Elementary Virginia Beach City Public Schools
Centerville Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Centerville Elementary Virginia Beach City Public Schools
Tallwood Elementary,Virginia Beach City Public Schools,39,Bachelor's Degree,Tallwood Elementary Virginia Beach City Public Schools
Tallwood Elementary,Virginia Beach City Public Schools,57,Master's Degree,Tallwood Elementary Virginia Beach City Public Schools
Tallwood Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Tallwood Elementary Virginia Beach City Public Schools
Birdneck Elementary,Virginia Beach City Public Schools,49,Bachelor's Degree,Birdneck Elementary Virginia Beach City Public Schools
Birdneck Elementary,Virginia Beach City Public Schools,49,Master's Degree,Birdneck Elementary Virginia Beach City Public Schools
Birdneck Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Birdneck Elementary Virginia Beach City Public Schools
Thalia Elementary,Virginia Beach City Public Schools,44,Bachelor's Degree,Thalia Elementary Virginia Beach City Public Schools
Thalia Elementary,Virginia Beach City Public Schools,54,Master's Degree,Thalia Elementary Virginia Beach City Public Schools
Thalia Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Thalia Elementary Virginia Beach City Public Schools
Kempsville Middle,Virginia Beach City Public Schools,46,Bachelor's Degree,Kempsville Middle Virginia Beach City Public Schools
Kempsville Middle,Virginia Beach City Public Schools,49,Master's Degree,Kempsville Middle Virginia Beach City Public Schools
Kempsville Middle,Virginia Beach City Public Schools,3,Doctoral Degree,Kempsville Middle Virginia Beach City Public Schools
Fairfield Elementary,Virginia Beach City Public Schools,45,Bachelor's Degree,Fairfield Elementary Virginia Beach City Public Schools
Fairfield Elementary,Virginia Beach City Public Schools,45,Master's Degree,Fairfield Elementary Virginia Beach City Public Schools
Fairfield Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Fairfield Elementary Virginia Beach City Public Schools
Bayside 6th Grade Campus,Virginia Beach City Public Schools,53,Bachelor's Degree,Bayside 6th Grade Campus Virginia Beach City Public Schools
Bayside 6th Grade Campus,Virginia Beach City Public Schools,47,Master's Degree,Bayside 6th Grade Campus Virginia Beach City Public Schools
Bayside 6th Grade Campus,Virginia Beach City Public Schools,0,Doctoral Degree,Bayside 6th Grade Campus Virginia Beach City Public Schools
Kempsville Meadows Elementary,Virginia Beach City Public Schools,45,Bachelor's Degree,Kempsville Meadows Elementary Virginia Beach City Public Schools
Kempsville Meadows Elementary,Virginia Beach City Public Schools,53,Master's Degree,Kempsville Meadows Elementary Virginia Beach City Public Schools
Kempsville Meadows Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Kempsville Meadows Elementary Virginia Beach City Public Schools
Kempsville High,Virginia Beach City Public Schools,46,Bachelor's Degree,Kempsville High Virginia Beach City Public Schools
Kempsville High,Virginia Beach City Public Schools,48,Master's Degree,Kempsville High Virginia Beach City Public Schools
Kempsville High,Virginia Beach City Public Schools,1,Doctoral Degree,Kempsville High Virginia Beach City Public Schools
College Park Elementary,Virginia Beach City Public Schools,38,Bachelor's Degree,College Park Elementary Virginia Beach City Public Schools
College Park Elementary,Virginia Beach City Public Schools,58,Master's Degree,College Park Elementary Virginia Beach City Public Schools
College Park Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,College Park Elementary Virginia Beach City Public Schools
White Oaks Elementary,Virginia Beach City Public Schools,50,Bachelor's Degree,White Oaks Elementary Virginia Beach City Public Schools
White Oaks Elementary,Virginia Beach City Public Schools,44,Master's Degree,White Oaks Elementary Virginia Beach City Public Schools
White Oaks Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,White Oaks Elementary Virginia Beach City Public Schools
Seatack Elementary an Achievable Dream Academy,Virginia Beach City Public Schools,41,Bachelor's Degree,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Seatack Elementary an Achievable Dream Academy,Virginia Beach City Public Schools,59,Master's Degree,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Seatack Elementary an Achievable Dream Academy,Virginia Beach City Public Schools,0,Doctoral Degree,Seatack Elementary an Achievable Dream Academy Virginia Beach City Public Schools
Corporate Landing Middle,Virginia Beach City Public Schools,36,Bachelor's Degree,Corporate Landing Middle Virginia Beach City Public Schools
Corporate Landing Middle,Virginia Beach City Public Schools,60,Master's Degree,Corporate Landing Middle Virginia Beach City Public Schools
Corporate Landing Middle,Virginia Beach City Public Schools,2,Doctoral Degree,Corporate Landing Middle Virginia Beach City Public Schools
Malibu Elementary,Virginia Beach City Public Schools,45,Bachelor's Degree,Malibu Elementary Virginia Beach City Public Schools
Malibu Elementary,Virginia Beach City Public Schools,55,Master's Degree,Malibu Elementary Virginia Beach City Public Schools
Malibu Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Malibu Elementary Virginia Beach City Public Schools
Ocean Lakes High,Virginia Beach City Public Schools,45,Bachelor's Degree,Ocean Lakes High Virginia Beach City Public Schools
Ocean Lakes High,Virginia Beach City Public Schools,51,Master's Degree,Ocean Lakes High Virginia Beach City Public Schools
Ocean Lakes High,Virginia Beach City Public Schools,1,Doctoral Degree,Ocean Lakes High Virginia Beach City Public Schools
Red Mill Elementary,Virginia Beach City Public Schools,40,Bachelor's Degree,Red Mill Elementary Virginia Beach City Public Schools
Red Mill Elementary,Virginia Beach City Public Schools,56,Master's Degree,Red Mill Elementary Virginia Beach City Public Schools
Red Mill Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Red Mill Elementary Virginia Beach City Public Schools
Rosemont Elementary,Virginia Beach City Public Schools,53,Bachelor's Degree,Rosemont Elementary Virginia Beach City Public Schools
Rosemont Elementary,Virginia Beach City Public Schools,47,Master's Degree,Rosemont Elementary Virginia Beach City Public Schools
Rosemont Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Rosemont Elementary Virginia Beach City Public Schools
Woodstock Elementary,Virginia Beach City Public Schools,38,Bachelor's Degree,Woodstock Elementary Virginia Beach City Public Schools
Woodstock Elementary,Virginia Beach City Public Schools,62,Master's Degree,Woodstock Elementary Virginia Beach City Public Schools
Woodstock Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Woodstock Elementary Virginia Beach City Public Schools
Larkspur Middle,Virginia Beach City Public Schools,48,Bachelor's Degree,Larkspur Middle Virginia Beach City Public Schools
Larkspur Middle,Virginia Beach City Public Schools,50,Master's Degree,Larkspur Middle Virginia Beach City Public Schools
Larkspur Middle,Virginia Beach City Public Schools,0,Doctoral Degree,Larkspur Middle Virginia Beach City Public Schools
Independence Middle,Virginia Beach City Public Schools,44,Bachelor's Degree,Independence Middle Virginia Beach City Public Schools
Independence Middle,Virginia Beach City Public Schools,55,Master's Degree,Independence Middle Virginia Beach City Public Schools
Independence Middle,Virginia Beach City Public Schools,0,Doctoral Degree,Independence Middle Virginia Beach City Public Schools
Providence Elementary,Virginia Beach City Public Schools,50,Bachelor's Degree,Providence Elementary Virginia Beach City Public Schools
Providence Elementary,Virginia Beach City Public Schools,45,Master's Degree,Providence Elementary Virginia Beach City Public Schools
Providence Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Providence Elementary Virginia Beach City Public Schools
Ocean Lakes Elementary,Virginia Beach City Public Schools,52,Bachelor's Degree,Ocean Lakes Elementary Virginia Beach City Public Schools
Ocean Lakes Elementary,Virginia Beach City Public Schools,45,Master's Degree,Ocean Lakes Elementary Virginia Beach City Public Schools
Ocean Lakes Elementary,Virginia Beach City Public Schools,2,Doctoral Degree,Ocean Lakes Elementary Virginia Beach City Public Schools
Green Run Collegiate,Virginia Beach City Public Schools,49,Bachelor's Degree,Green Run Collegiate Virginia Beach City Public Schools
Green Run Collegiate,Virginia Beach City Public Schools,41,Master's Degree,Green Run Collegiate Virginia Beach City Public Schools
Green Run Collegiate,Virginia Beach City Public Schools,8,Doctoral Degree,Green Run Collegiate Virginia Beach City Public Schools
Salem Middle,Virginia Beach City Public Schools,53,Bachelor's Degree,Salem Middle Virginia Beach City Public Schools
Salem Middle,Virginia Beach City Public Schools,41,Master's Degree,Salem Middle Virginia Beach City Public Schools
Salem Middle,Virginia Beach City Public Schools,3,Doctoral Degree,Salem Middle Virginia Beach City Public Schools
Lynnhaven Elementary,Virginia Beach City Public Schools,39,Bachelor's Degree,Lynnhaven Elementary Virginia Beach City Public Schools
Lynnhaven Elementary,Virginia Beach City Public Schools,61,Master's Degree,Lynnhaven Elementary Virginia Beach City Public Schools
Lynnhaven Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Lynnhaven Elementary Virginia Beach City Public Schools
Glenwood Elementary,Virginia Beach City Public Schools,46,Bachelor's Degree,Glenwood Elementary Virginia Beach City Public Schools
Glenwood Elementary,Virginia Beach City Public Schools,54,Master's Degree,Glenwood Elementary Virginia Beach City Public Schools
Glenwood Elementary,Virginia Beach City Public Schools,0,Doctoral Degree,Glenwood Elementary Virginia Beach City Public Schools
Cople Elementary,Westmoreland County Public Schools,53,Bachelor's Degree,Cople Elementary Westmoreland County Public Schools
Cople Elementary,Westmoreland County Public Schools,38,Master's Degree,Cople Elementary Westmoreland County Public Schools
Cople Elementary,Westmoreland County Public Schools,0,Doctoral Degree,Cople Elementary Westmoreland County Public Schools
Montross Middle,Westmoreland County Public Schools,50,Bachelor's Degree,Montross Middle Westmoreland County Public Schools
Montross Middle,Westmoreland County Public Schools,47,Master's Degree,Montross Middle Westmoreland County Public Schools
Montross Middle,Westmoreland County Public Schools,0,Doctoral Degree,Montross Middle Westmoreland County Public Schools
Westmoreland High,Westmoreland County Public Schools,49,Bachelor's Degree,Westmoreland High Westmoreland County Public Schools
Westmoreland High,Westmoreland County Public Schools,47,Master's Degree,Westmoreland High Westmoreland County Public Schools
Westmoreland High,Westmoreland County Public Schools,0,Doctoral Degree,Westmoreland High Westmoreland County Public Schools
Washington District Elementary,Westmoreland County Public Schools,53,Bachelor's Degree,Washington District Elementary Westmoreland County Public Schools
Washington District Elementary,Westmoreland County Public Schools,37,Master's Degree,Washington District Elementary Westmoreland County Public Schools
Washington District Elementary,Westmoreland County Public Schools,0,Doctoral Degree,Washington District Elementary Westmoreland County Public Schools
Clark Elementary,Charlottesville City Public Schools,34,Bachelor's Degree,Clark Elementary Charlottesville City Public Schools
Clark Elementary,Charlottesville City Public Schools,63,Master's Degree,Clark Elementary Charlottesville City Public Schools
Clark Elementary,Charlottesville City Public Schools,0,Doctoral Degree,Clark Elementary Charlottesville City Public Schools
Walker Upper Elementary,Charlottesville City Public Schools,38,Bachelor's Degree,Walker Upper Elementary Charlottesville City Public Schools
Walker Upper Elementary,Charlottesville City Public Schools,58,Master's Degree,Walker Upper Elementary Charlottesville City Public Schools
Walker Upper Elementary,Charlottesville City Public Schools,3,Doctoral Degree,Walker Upper Elementary Charlottesville City Public Schools
Buford Middle,Charlottesville City Public Schools,34,Bachelor's Degree,Buford Middle Charlottesville City Public Schools
Buford Middle,Charlottesville City Public Schools,61,Master's Degree,Buford Middle Charlottesville City Public Schools
Buford Middle,Charlottesville City Public Schools,4,Doctoral Degree,Buford Middle Charlottesville City Public Schools
Jackson-Via Elementary,Charlottesville City Public Schools,36,Bachelor's Degree,Jackson-Via Elementary Charlottesville City Public Schools
Jackson-Via Elementary,Charlottesville City Public Schools,56,Master's Degree,Jackson-Via Elementary Charlottesville City Public Schools
Jackson-Via Elementary,Charlottesville City Public Schools,3,Doctoral Degree,Jackson-Via Elementary Charlottesville City Public Schools
Venable Elementary,Charlottesville City Public Schools,26,Bachelor's Degree,Venable Elementary Charlottesville City Public Schools
Venable Elementary,Charlottesville City Public Schools,68,Master's Degree,Venable Elementary Charlottesville City Public Schools
Venable Elementary,Charlottesville City Public Schools,3,Doctoral Degree,Venable Elementary Charlottesville City Public Schools
Burnley-Moran Elementary,Charlottesville City Public Schools,39,Bachelor's Degree,Burnley-Moran Elementary Charlottesville City Public Schools
Burnley-Moran Elementary,Charlottesville City Public Schools,53,Master's Degree,Burnley-Moran Elementary Charlottesville City Public Schools
Burnley-Moran Elementary,Charlottesville City Public Schools,3,Doctoral Degree,Burnley-Moran Elementary Charlottesville City Public Schools
Greenbrier Elementary,Charlottesville City Public Schools,27,Bachelor's Degree,Greenbrier Elementary Charlottesville City Public Schools
Greenbrier Elementary,Charlottesville City Public Schools,68,Master's Degree,Greenbrier Elementary Charlottesville City Public Schools
Greenbrier Elementary,Charlottesville City Public Schools,0,Doctoral Degree,Greenbrier Elementary Charlottesville City Public Schools
Charlottesville High,Charlottesville City Public Schools,34,Bachelor's Degree,Charlottesville High Charlottesville City Public Schools
Charlottesville High,Charlottesville City Public Schools,62,Master's Degree,Charlottesville High Charlottesville City Public Schools
Charlottesville High,Charlottesville City Public Schools,2,Doctoral Degree,Charlottesville High Charlottesville City Public Schools
Johnson Elementary,Charlottesville City Public Schools,26,Bachelor's Degree,Johnson Elementary Charlottesville City Public Schools
Johnson Elementary,Charlottesville City Public Schools,74,Master's Degree,Johnson Elementary Charlottesville City Public Schools
Johnson Elementary,Charlottesville City Public Schools,0,Doctoral Degree,Johnson Elementary Charlottesville City Public Schools
Georgie D. Tyler Middle,Isle of Wight County Public Schools,34,Bachelor's Degree,Georgie D. Tyler Middle Isle of Wight County Public Schools
Georgie D. Tyler Middle,Isle of Wight County Public Schools,55,Master's Degree,Georgie D. Tyler Middle Isle of Wight County Public Schools
Georgie D. Tyler Middle,Isle of Wight County Public Schools,0,Doctoral Degree,Georgie D. Tyler Middle Isle of Wight County Public Schools
Hardy Elementary,Isle of Wight County Public Schools,42,Bachelor's Degree,Hardy Elementary Isle of Wight County Public Schools
Hardy Elementary,Isle of Wight County Public Schools,56,Master's Degree,Hardy Elementary Isle of Wight County Public Schools
Hardy Elementary,Isle of Wight County Public Schools,0,Doctoral Degree,Hardy Elementary Isle of Wight County Public Schools
Smithfield High,Isle of Wight County Public Schools,42,Bachelor's Degree,Smithfield High Isle of Wight County Public Schools
Smithfield High,Isle of Wight County Public Schools,44,Master's Degree,Smithfield High Isle of Wight County Public Schools
Smithfield High,Isle of Wight County Public Schools,0,Doctoral Degree,Smithfield High Isle of Wight County Public Schools
Smithfield Middle,Isle of Wight County Public Schools,36,Bachelor's Degree,Smithfield Middle Isle of Wight County Public Schools
Smithfield Middle,Isle of Wight County Public Schools,53,Master's Degree,Smithfield Middle Isle of Wight County Public Schools
Smithfield Middle,Isle of Wight County Public Schools,0,Doctoral Degree,Smithfield Middle Isle of Wight County Public Schools
Westside Elementary,Isle of Wight County Public Schools,43,Bachelor's Degree,Westside Elementary Isle of Wight County Public Schools
Westside Elementary,Isle of Wight County Public Schools,54,Master's Degree,Westside Elementary Isle of Wight County Public Schools
Westside Elementary,Isle of Wight County Public Schools,0,Doctoral Degree,Westside Elementary Isle of Wight County Public Schools
Windsor Elementary,Isle of Wight County Public Schools,38,Bachelor's Degree,Windsor Elementary Isle of Wight County Public Schools
Windsor Elementary,Isle of Wight County Public Schools,53,Master's Degree,Windsor Elementary Isle of Wight County Public Schools
Windsor Elementary,Isle of Wight County Public Schools,2,Doctoral Degree,Windsor Elementary Isle of Wight County Public Schools
Windsor High,Isle of Wight County Public Schools,44,Bachelor's Degree,Windsor High Isle of Wight County Public Schools
Windsor High,Isle of Wight County Public Schools,48,Master's Degree,Windsor High Isle of Wight County Public Schools
Windsor High,Isle of Wight County Public Schools,0,Doctoral Degree,Windsor High Isle of Wight County Public Schools
Carrollton Elementary,Isle of Wight County Public Schools,39,Bachelor's Degree,Carrollton Elementary Isle of Wight County Public Schools
Carrollton Elementary,Isle of Wight County Public Schools,56,Master's Degree,Carrollton Elementary Isle of Wight County Public Schools
Carrollton Elementary,Isle of Wight County Public Schools,0,Doctoral Degree,Carrollton Elementary Isle of Wight County Public Schools
Carrsville Elementary,Isle of Wight County Public Schools,46,Bachelor's Degree,Carrsville Elementary Isle of Wight County Public Schools
Carrsville Elementary,Isle of Wight County Public Schools,50,Master's Degree,Carrsville Elementary Isle of Wight County Public Schools
Carrsville Elementary,Isle of Wight County Public Schools,0,Doctoral Degree,Carrsville Elementary Isle of Wight County Public Schools
Prince Edward County High,Prince Edward County Public Schools,44,Bachelor's Degree,Prince Edward County High Prince Edward County Public Schools
Prince Edward County High,Prince Edward County Public Schools,50,Master's Degree,Prince Edward County High Prince Edward County Public Schools
Prince Edward County High,Prince Edward County Public Schools,0,Doctoral Degree,Prince Edward County High Prince Edward County Public Schools
Prince Edward Elementary,Prince Edward County Public Schools,57,Bachelor's Degree,Prince Edward Elementary Prince Edward County Public Schools
Prince Edward Elementary,Prince Edward County Public Schools,39,Master's Degree,Prince Edward Elementary Prince Edward County Public Schools
Prince Edward Elementary,Prince Edward County Public Schools,3,Doctoral Degree,Prince Edward Elementary Prince Edward County Public Schools
Prince Edward Middle,Prince Edward County Public Schools,56,Bachelor's Degree,Prince Edward Middle Prince Edward County Public Schools
Prince Edward Middle,Prince Edward County Public Schools,33,Master's Degree,Prince Edward Middle Prince Edward County Public Schools
Prince Edward Middle,Prince Edward County Public Schools,4,Doctoral Degree,Prince Edward Middle Prince Edward County Public Schools
South Elementary,Prince George County Public Schools,54,Bachelor's Degree,South Elementary Prince George County Public Schools
South Elementary,Prince George County Public Schools,46,Master's Degree,South Elementary Prince George County Public Schools
South Elementary,Prince George County Public Schools,0,Doctoral Degree,South Elementary Prince George County Public Schools
L.L. Beazley Elementary,Prince George County Public Schools,57,Bachelor's Degree,L.L. Beazley Elementary Prince George County Public Schools
L.L. Beazley Elementary,Prince George County Public Schools,36,Master's Degree,L.L. Beazley Elementary Prince George County Public Schools
L.L. Beazley Elementary,Prince George County Public Schools,0,Doctoral Degree,L.L. Beazley Elementary Prince George County Public Schools
Prince George High,Prince George County Public Schools,50,Bachelor's Degree,Prince George High Prince George County Public Schools
Prince George High,Prince George County Public Schools,41,Master's Degree,Prince George High Prince George County Public Schools
Prince George High,Prince George County Public Schools,2,Doctoral Degree,Prince George High Prince George County Public Schools
North Elementary,Prince George County Public Schools,61,Bachelor's Degree,North Elementary Prince George County Public Schools
North Elementary,Prince George County Public Schools,25,Master's Degree,North Elementary Prince George County Public Schools
North Elementary,Prince George County Public Schools,2,Doctoral Degree,North Elementary Prince George County Public Schools
David A. Harrison Elementary,Prince George County Public Schools,56,Bachelor's Degree,David A. Harrison Elementary Prince George County Public Schools
David A. Harrison Elementary,Prince George County Public Schools,33,Master's Degree,David A. Harrison Elementary Prince George County Public Schools
David A. Harrison Elementary,Prince George County Public Schools,0,Doctoral Degree,David A. Harrison Elementary Prince George County Public Schools
Colonial Heights High,Colonial Heights City Public Schools,49,Bachelor's Degree,Colonial Heights High Colonial Heights City Public Schools
Colonial Heights High,Colonial Heights City Public Schools,47,Master's Degree,Colonial Heights High Colonial Heights City Public Schools
Colonial Heights High,Colonial Heights City Public Schools,0,Doctoral Degree,Colonial Heights High Colonial Heights City Public Schools
Colonial Heights Middle,Colonial Heights City Public Schools,60,Bachelor's Degree,Colonial Heights Middle Colonial Heights City Public Schools
Colonial Heights Middle,Colonial Heights City Public Schools,40,Master's Degree,Colonial Heights Middle Colonial Heights City Public Schools
Colonial Heights Middle,Colonial Heights City Public Schools,0,Doctoral Degree,Colonial Heights Middle Colonial Heights City Public Schools
Lakeview Elementary,Colonial Heights City Public Schools,44,Bachelor's Degree,Lakeview Elementary Colonial Heights City Public Schools
Lakeview Elementary,Colonial Heights City Public Schools,50,Master's Degree,Lakeview Elementary Colonial Heights City Public Schools
Lakeview Elementary,Colonial Heights City Public Schools,3,Doctoral Degree,Lakeview Elementary Colonial Heights City Public Schools
Tussing Elementary,Colonial Heights City Public Schools,54,Bachelor's Degree,Tussing Elementary Colonial Heights City Public Schools
Tussing Elementary,Colonial Heights City Public Schools,46,Master's Degree,Tussing Elementary Colonial Heights City Public Schools
Tussing Elementary,Colonial Heights City Public Schools,0,Doctoral Degree,Tussing Elementary Colonial Heights City Public Schools
North Elementary,Colonial Heights City Public Schools,63,Bachelor's Degree,North Elementary Colonial Heights City Public Schools
North Elementary,Colonial Heights City Public Schools,30,Master's Degree,North Elementary Colonial Heights City Public Schools
North Elementary,Colonial Heights City Public Schools,3,Doctoral Degree,North Elementary Colonial Heights City Public Schools
King & Queen Elementary,King and Queen County Public Schools,62,Bachelor's Degree,King & Queen Elementary King and Queen County Public Schools
King & Queen Elementary,King and Queen County Public Schools,35,Master's Degree,King & Queen Elementary King and Queen County Public Schools
King & Queen Elementary,King and Queen County Public Schools,3,Doctoral Degree,King & Queen Elementary King and Queen County Public Schools
Lawson-Marriott Elementary,King and Queen County Public Schools,49,Bachelor's Degree,Lawson-Marriott Elementary King and Queen County Public Schools
Lawson-Marriott Elementary,King and Queen County Public Schools,43,Master's Degree,Lawson-Marriott Elementary King and Queen County Public Schools
Lawson-Marriott Elementary,King and Queen County Public Schools,2,Doctoral Degree,Lawson-Marriott Elementary King and Queen County Public Schools
Central High,King and Queen County Public Schools,50,Bachelor's Degree,Central High King and Queen County Public Schools
Central High,King and Queen County Public Schools,45,Master's Degree,Central High King and Queen County Public Schools
Central High,King and Queen County Public Schools,3,Doctoral Degree,Central High King and Queen County Public Schools
Northumberland Elementary,Northumberland County Public Schools,60,Bachelor's Degree,Northumberland Elementary Northumberland County Public Schools
Northumberland Elementary,Northumberland County Public Schools,38,Master's Degree,Northumberland Elementary Northumberland County Public Schools
Northumberland Elementary,Northumberland County Public Schools,0,Doctoral Degree,Northumberland Elementary Northumberland County Public Schools
Northumberland High,Northumberland County Public Schools,32,Bachelor's Degree,Northumberland High Northumberland County Public Schools
Northumberland High,Northumberland County Public Schools,59,Master's Degree,Northumberland High Northumberland County Public Schools
Northumberland High,Northumberland County Public Schools,5,Doctoral Degree,Northumberland High Northumberland County Public Schools
Northumberland Middle,Northumberland County Public Schools,42,Bachelor's Degree,Northumberland Middle Northumberland County Public Schools
Northumberland Middle,Northumberland County Public Schools,58,Master's Degree,Northumberland Middle Northumberland County Public Schools
Northumberland Middle,Northumberland County Public Schools,0,Doctoral Degree,Northumberland Middle Northumberland County Public Schools
Bristow Run Elementary,Prince William County Public Schools,27,Bachelor's Degree,Bristow Run Elementary Prince William County Public Schools
Bristow Run Elementary,Prince William County Public Schools,71,Master's Degree,Bristow Run Elementary Prince William County Public Schools
Bristow Run Elementary,Prince William County Public Schools,0,Doctoral Degree,Bristow Run Elementary Prince William County Public Schools
Cedar Point Elementary,Prince William County Public Schools,24,Bachelor's Degree,Cedar Point Elementary Prince William County Public Schools
Cedar Point Elementary,Prince William County Public Schools,74,Master's Degree,Cedar Point Elementary Prince William County Public Schools
Cedar Point Elementary,Prince William County Public Schools,0,Doctoral Degree,Cedar Point Elementary Prince William County Public Schools
Chris Yung Elementary,Prince William County Public Schools,25,Bachelor's Degree,Chris Yung Elementary Prince William County Public Schools
Chris Yung Elementary,Prince William County Public Schools,72,Master's Degree,Chris Yung Elementary Prince William County Public Schools
Chris Yung Elementary,Prince William County Public Schools,0,Doctoral Degree,Chris Yung Elementary Prince William County Public Schools
E.H. Marsteller Middle,Prince William County Public Schools,37,Bachelor's Degree,E.H. Marsteller Middle Prince William County Public Schools
E.H. Marsteller Middle,Prince William County Public Schools,62,Master's Degree,E.H. Marsteller Middle Prince William County Public Schools
E.H. Marsteller Middle,Prince William County Public Schools,1,Doctoral Degree,E.H. Marsteller Middle Prince William County Public Schools
Piney Branch Elementary,Prince William County Public Schools,33,Bachelor's Degree,Piney Branch Elementary Prince William County Public Schools
